,序号,代码,名称
170,,bj838030,德众汽车
171,,bj838163,方大新材
172,,bj838171,邦德股份
173,,bj838227,美登科技
174,,bj838262,太湖雪
175,,bj838275,驱动力
176,,bj838402,硅烷科技
177,,bj838670,恒进感应
178,,bj838701,豪声电子
179,,bj838810,春光药装
180,,bj838837,华原股份
181,,bj838924,广脉科技
182,,bj838971,天马新材
183,,bj839167,同享科技
184,,bj839273,一致魔芋
185,,bj839371,欧福蛋业
186,,bj839493,并行科技
187,,bj839680,广道数字
188,,bj839719,宁新新材
189,,bj839725,惠丰钻石
190,,bj839729,永顺生物
191,,bj839790,联迪信息
192,,bj839792,东和新材
193,,bj839946,华阳变速
194,,bj870199,倍益康
195,,bj870204,沪江材料
196,,bj870299,灿能电力
197,,bj870357,雅葆轩
198,,bj870436,大地电气
199,,bj870508,丰安股份
200,,bj870656,海昇药业
201,,bj870726,鸿智科技
202,,bj870866,绿亨科技
203,,bj870976,视声智能
204,,bj871245,威博液压
205,,bj871263,莱赛激光
206,,bj871396,常辅股份
207,,bj871478,巨能股份
208,,bj871553,凯腾精工
209,,bj871634,新威凌
210,,bj871642,通易航天
211,,bj871694,中裕科技
212,,bj871753,天纺标
213,,bj871857,泓禧科技
214,,bj871970,大禹生物
215,,bj871981,晶赛科技
216,,bj872190,雷神科技
217,,bj872351,华光源海
218,,bj872374,云里物里
219,,bj872392,佳合科技
220,,bj872541,铁大科技
221,,bj872808,曙光数创
222,,bj872895,花溪科技
223,,bj872925,锦好医疗
224,,bj872931,无锡鼎邦
225,,bj872953,国子软件
226,,bj873001,纬达光电
227,,bj873122,中纺标
228,,bj873132,泰鹏智能
229,,bj873152,天宏锂电
230,,bj873167,新赣江
231,,bj873169,七丰精工
232,,bj873223,荣亿精密
233,,bj873305,九菱科技
234,,bj873339,恒太照明
235,,bj873527,XD夜光明
236,,bj873570,坤博精工
237,,bj873576,天力复合
238,,bj873593,鼎智科技
239,,bj873665,科强股份
240,,bj873679,前进科技
241,,bj873690,捷众科技
242,,bj873693,XD阿为特
243,,bj873703,广厦环能
244,,bj873706,铁拓机械
245,,bj873726,卓兆点胶
246,,bj873806,云星宇
247,,bj873833,美心翼申
248,,bj920002,万达轴承
249,,sh600000,浦发银行
250,,sh600004,白云机场
251,,sh600006,东风汽车
252,,sh600007,中国国贸
253,,sh600008,首创环保
254,,sh600009,上海机场
255,,sh600010,包钢股份
256,,sh600011,华能国际
257,,sh600012,皖通高速
258,,sh600015,华夏银行
259,,sh600016,民生银行
260,,sh600017,XD日照港
261,,sh600018,上港集团
262,,sh600019,宝钢股份
263,,sh600020,中原高速
264,,sh600021,上海电力
265,,sh600022,山东钢铁
266,,sh600023,浙能电力
267,,sh600025,华能水电
268,,sh600026,中远海能
269,,sh600027,华电国际
270,,sh600028,中国石化
271,,sh600029,南方航空
272,,sh600030,中信证券
273,,sh600031,三一重工
274,,sh600032,浙江新能
275,,sh600033,福建高速
276,,sh600035,楚天高速
277,,sh600036,招商银行
278,,sh600037,歌华有线
279,,sh600038,中直股份
280,,sh600039,四川路桥
281,,sh600048,保利发展
282,,sh600050,中国联通
283,,sh600051,宁波联合
284,,sh600052,东望时代
285,,sh600053,九鼎投资
286,,sh600054,黄山旅游
287,,sh600055,万东医疗
288,,sh600056,中国医药
289,,sh600057,厦门象屿
290,,sh600058,五矿发展
291,,sh600059,古越龙山
292,,sh600060,海信视像
293,,sh600061,国投资本
294,,sh600062,华润双鹤
295,,sh600063,皖维高新
296,,sh600064,南京高科
297,,sh600066,宇通客车
298,,sh600067,冠城大通
299,,sh600070,*ST富润
300,,sh600071,凤凰光学
301,,sh600072,中船科技
302,,sh600073,上海梅林
303,,sh600075,新疆天业
304,,sh600076,康欣新材
305,,sh600078,ST澄星
306,,sh600079,人福医药
307,,sh600080,金花股份
308,,sh600081,东风科技
309,,sh600082,海泰发展
310,,sh600083,*ST博信
311,,sh600084,中信尼雅
312,,sh600085,同仁堂
313,,sh600088,中视传媒
314,,sh600089,特变电工
315,,sh600094,大名城
316,,sh600095,湘财股份
317,,sh600096,云天化
318,,sh600097,开创国际
319,,sh600098,广州发展
320,,sh600099,林海股份
321,,sh600100,同方股份
322,,sh600101,明星电力
323,,sh600103,青山纸业
324,,sh600104,上汽集团
325,,sh600105,永鼎股份
326,,sh600106,重庆路桥
327,,sh600107,美尔雅
328,,sh600108,亚盛集团
329,,sh600109,国金证券
330,,sh600110,诺德股份
331,,sh600111,北方稀土
332,,sh600112,*ST天成
333,,sh600113,浙江东日
334,,sh600114,东睦股份
335,,sh600115,中国东航
336,,sh600116,三峡水利
337,,sh600117,ST西钢
338,,sh600118,中国卫星
339,,sh600119,长江投资
340,,sh600120,XD浙江东
341,,sh600121,郑州煤电
342,,sh600123,兰花科创
343,,sh600125,铁龙物流
344,,sh600126,杭钢股份
345,,sh600127,金健米业
346,,sh600128,苏豪弘业
347,,sh600129,太极集团
348,,sh600130,波导股份
349,,sh600131,国网信通
350,,sh600132,重庆啤酒
351,,sh600133,东湖高新
352,,sh600135,乐凯胶片
353,,sh600136,*ST明诚
354,,sh600137,浪莎股份
355,,sh600138,中青旅
356,,sh600141,兴发集团
357,,sh600143,金发科技
358,,sh600148,长春一东
359,,sh600149,廊坊发展
360,,sh600150,中国船舶
361,,sh600151,航天机电
362,,sh600152,维科技术
363,,sh600153,建发股份
364,,sh600155,华创云信
365,,sh600156,华升股份
366,,sh600157,永泰能源
367,,sh600158,中体产业
368,,sh600159,大龙地产
369,,sh600160,巨化股份
370,,sh600161,天坛生物
371,,sh600162,香江控股
372,,sh600163,中闽能源
373,,sh600165,*ST宁科
374,,sh600166,福田汽车
375,,sh600167,联美控股
376,,sh600168,武汉控股
377,,sh600169,太原重工
378,,sh600170,上海建工
379,,sh600171,上海贝岭
380,,sh600172,黄河旋风
381,,sh600173,卧龙地产
382,,sh600176,中国巨石
383,,sh600177,雅戈尔
384,,sh600178,东安动力
385,,sh600179,安通控股
386,,sh600180,瑞茂通
387,,sh600182,S佳通
388,,sh600183,生益科技
389,,sh600184,光电股份
390,,sh600185,格力地产
391,,sh600186,莲花控股
392,,sh600187,国中水务
393,,sh600188,兖矿能源
394,,sh600189,泉阳泉
395,,sh600190,ST锦港
396,,sh600191,华资实业
397,,sh600192,长城电工
398,,sh600193,创兴资源
399,,sh600195,中牧股份
400,,sh600196,复星医药
401,,sh600197,伊力特
402,,sh600198,大唐电信
403,,sh600199,金种子酒
404,,sh600200,江苏吴中
405,,sh600201,生物股份
406,,sh600202,哈空调
407,,sh600203,福日电子
408,,sh600206,有研新材
409,,sh600207,安彩高科
410,,sh600208,新湖中宝
411,,sh600210,紫江企业
412,,sh600211,西藏药业
413,,sh600212,绿能慧充
414,,sh600213,*ST亚星
415,,sh600215,派斯林
416,,sh600216,浙江医药
417,,sh600217,中再资环
418,,sh600218,全柴动力
419,,sh600219,南山铝业
420,,sh600220,ST阳光
421,,sh600221,海航控股
422,,sh600222,太龙药业
423,,sh600223,福瑞达
424,,sh600225,卓朗科技
425,,sh600226,亨通股份
426,,sh600227,赤天化
427,,sh600228,返利科技
428,,sh600229,城市传媒
429,,sh600230,沧州大化
430,,sh600231,凌钢股份
431,,sh600232,金鹰股份
432,,sh600233,圆通速递
433,,sh600234,*ST科新
434,,sh600235,民丰特纸
435,,sh600236,桂冠电力
436,,sh600237,铜峰电子
437,,sh600238,海南椰岛
438,,sh600239,云南城投
439,,sh600241,时代万恒
440,,sh600243,青海华鼎
441,,sh600246,万通发展
442,,sh600248,陕建股份
443,,sh600249,两面针
444,,sh600250,南京商旅
445,,sh600251,冠农股份
446,,sh600252,中恒集团
447,,sh600255,鑫科材料
448,,sh600256,广汇能源
449,,sh600257,大湖股份
450,,sh600258,首旅酒店
451,,sh600259,广晟有色
452,,sh600261,阳光照明
453,,sh600262,北方股份
454,,sh600265,景谷林业
455,,sh600266,城建发展
456,,sh600267,海正药业
457,,sh600268,国电南自
458,,sh600269,赣粤高速
459,,sh600271,航天信息
460,,sh600272,开开实业
461,,sh600273,嘉化能源
462,,sh600276,恒瑞医药
463,,sh600277,ST亿利
464,,sh600278,东方创业
465,,sh600279,重庆港
466,,sh600280,中央商场
467,,sh600281,华阳新材
468,,sh600282,南钢股份
469,,sh600283,钱江水利
470,,sh600284,浦东建设
471,,sh600285,羚锐制药
472,,sh600287,江苏舜天
473,,sh600288,大恒科技
474,,sh600289,*ST信通
475,,sh600292,远达环保
476,,sh600293,三峡新材
477,,sh600295,鄂尔多斯
478,,sh600297,广汇汽车
479,,sh600298,安琪酵母
480,,sh600299,安迪苏
481,,sh600300,维维股份
482,,sh600301,华锡有色
483,,sh600302,标准股份
484,,sh600303,ST曙光
485,,sh600305,恒顺醋业
486,,sh600306,退市商城
487,,sh600307,酒钢宏兴
488,,sh600308,华泰股份
489,,sh600309,万华化学
490,,sh600310,广西能源
491,,sh600312,平高电气
492,,sh600313,农发种业
493,,sh600315,上海家化
494,,sh600316,洪都航空
495,,sh600318,新力金融
496,,sh600319,亚星化学
497,,sh600320,振华重工
498,,sh600321,正源股份
499,,sh600322,津投城开
500,,sh600323,瀚蓝环境
501,,sh600325,华发股份
502,,sh600326,西藏天路
503,,sh600327,大东方
504,,sh600328,中盐化工
505,,sh600329,达仁堂
506,,sh600330,XD天通股
507,,sh600331,宏达股份
508,,sh600332,白云山
509,,sh600333,长春燃气
510,,sh600335,国机汽车
511,,sh600336,澳柯玛
512,,sh600337,美克家居
513,,sh600338,西藏珠峰
514,,sh600339,中油工程
515,,sh600340,华夏幸福
516,,sh600343,航天动力
517,,sh600345,长江通信
518,,sh600346,恒力石化
519,,sh600348,华阳股份
520,,sh600350,山东高速
521,,sh600351,亚宝药业
522,,sh600352,浙江龙盛
523,,sh600353,旭光电子
524,,sh600354,敦煌种业
525,,sh600355,精伦电子
526,,sh600356,恒丰纸业
527,,sh600358,国旅联合
528,,sh600359,新农开发
529,,sh600360,ST华微
530,,sh600361,创新新材
531,,sh600362,江西铜业
532,,sh600363,联创光电
533,,sh600365,ST通葡
534,,sh600366,宁波韵升
535,,sh600367,红星发展
536,,sh600368,五洲交通
537,,sh600369,西南证券
538,,sh600370,三房巷
539,,sh600371,万向德农
540,,sh600372,XD中航机
541,,sh600373,中文传媒
542,,sh600375,*ST汉马
543,,sh600376,首开股份
544,,sh600377,宁沪高速
545,,sh600378,XD昊华科
546,,sh600379,宝光股份
547,,sh600380,健康元
548,,sh600381,ST春天
549,,sh600382,广东明珠
550,,sh600383,金地集团
551,,sh600386,北巴传媒
552,,sh600387,*ST海越
553,,sh600388,龙净环保
554,,sh600389,江山股份
555,,sh600390,五矿资本
556,,sh600391,航发科技
557,,sh600392,盛和资源
558,,sh600395,盘江股份
559,,sh600396,金山股份
560,,sh600397,安源煤业
561,,sh600398,海澜之家
562,,sh600399,抚顺特钢
563,,sh600400,红豆股份
564,,sh600403,大有能源
565,,sh600405,动力源
566,,sh600406,XD国电南
567,,sh600408,安泰集团
568,,sh600409,三友化工
569,,sh600410,华胜天成
570,,sh600415,小商品城
571,,sh600416,湘电股份
572,,sh600418,江淮汽车
573,,sh600419,天润乳业
574,,sh600420,国药现代
575,,sh600421,华嵘控股
576,,sh600422,昆药集团
577,,sh600423,柳化股份
578,,sh600425,青松建化
579,,sh600426,华鲁恒升
580,,sh600428,中远海特
581,,sh600429,三元股份
582,,sh600433,冠豪高新
583,,sh600435,北方导航
584,,sh600436,片仔癀
585,,sh600438,XD通威股
586,,sh600439,瑞贝卡
587,,sh600444,国机通用
588,,sh600446,金证股份
589,,sh600448,华纺股份
590,,sh600449,宁夏建材
591,,sh600452,涪陵电力
592,,sh600455,博通股份
593,,sh600456,宝钛股份
594,,sh600458,时代新材
595,,sh600459,贵研铂业
596,,sh600460,士兰微
597,,sh600461,洪城环境
598,,sh600462,*ST九有
599,,sh600463,空港股份
600,,sh600467,好当家
601,,sh600468,百利电气
602,,sh600469,风神股份
603,,sh600470,六国化工
604,,sh600475,华光环能
605,,sh600476,湘邮科技
606,,sh600477,杭萧钢构
607,,sh600478,科力远
608,,sh600479,千金药业
609,,sh600480,凌云股份
610,,sh600481,双良节能
611,,sh600482,中国动力
612,,sh600483,福能股份
613,,sh600486,扬农化工
614,,sh600487,亨通光电
615,,sh600488,XD津药药
616,,sh600489,中金黄金
617,,sh600490,鹏欣资源
618,,sh600491,龙元建设
619,,sh600493,凤竹纺织
620,,sh600495,晋西车轴
621,,sh600496,精工钢构
622,,sh600497,驰宏锌锗
623,,sh600498,烽火通信
624,,sh600499,科达制造
625,,sh600500,中化国际
626,,sh600501,航天晨光
627,,sh600502,安徽建工
628,,sh600503,XD华丽家
629,,sh600505,西昌电力
630,,sh600506,统一股份
631,,sh600507,方大特钢
632,,sh600508,上海能源
633,,sh600509,天富能源
634,,sh600510,黑牡丹
635,,sh600511,国药股份
636,,sh600512,腾达建设
637,,sh600513,联环药业
638,,sh600515,海南机场
639,,sh600516,方大炭素
640,,sh600517,国网英大
641,,sh600518,ST康美
642,,sh600519,贵州茅台
643,,sh600520,文一科技
644,,sh600521,华海药业
645,,sh600522,中天科技
646,,sh600523,贵航股份
647,,sh600525,长园集团
648,,sh600526,菲达环保
649,,sh600527,江南高纤
650,,sh600528,中铁工业
651,,sh600529,山东药玻
652,,sh600530,ST交昂
653,,sh600531,豫光金铅
654,,sh600533,栖霞建设
655,,sh600535,天士力
656,,sh600536,中国软件
657,,sh600537,亿晶光电
658,,sh600538,国发股份
659,,sh600539,狮头股份
660,,sh600540,新赛股份
661,,sh600543,*ST莫高
662,,sh600545,卓郎智能
663,,sh600546,山煤国际
664,,sh600547,山东黄金
665,,sh600548,深高速
666,,sh600549,厦门钨业
667,,sh600550,保变电气
668,,sh600551,时代出版
669,,sh600552,凯盛科技
670,,sh600556,天下秀
671,,sh600557,康缘药业
672,,sh600558,大西洋
673,,sh600559,老白干酒
674,,sh600560,金自天正
675,,sh600561,江西长运
676,,sh600562,国睿科技
677,,sh600563,XD法拉电
678,,sh600565,ST迪马
679,,sh600566,济川药业
680,,sh600567,山鹰国际
681,,sh600568,ST中珠
682,,sh600569,安阳钢铁
683,,sh600570,恒生电子
684,,sh600571,信雅达
685,,sh600572,康恩贝
686,,sh600573,惠泉啤酒
687,,sh600575,淮河能源
688,,sh600576,祥源文旅
689,,sh600577,精达股份
690,,sh600578,京能电力
691,,sh600579,克劳斯
692,,sh600580,卧龙电驱
693,,sh600581,八一钢铁
694,,sh600582,天地科技
695,,sh600583,海油工程
696,,sh600584,长电科技
697,,sh600585,海螺水泥
698,,sh600586,金晶科技
699,,sh600587,新华医疗
700,,sh600588,用友网络
701,,sh600589,广东榕泰
702,,sh600590,泰豪科技
703,,sh600592,龙溪股份
704,,sh600593,大连圣亚
705,,sh600594,益佰制药
706,,sh600595,中孚实业
707,,sh600596,新安股份
708,,sh600597,光明乳业
709,,sh600598,北大荒
710,,sh600599,ST熊猫
711,,sh600600,青岛啤酒
712,,sh600601,方正科技
713,,sh600602,云赛智联
714,,sh600603,广汇物流
715,,sh600604,市北高新
716,,sh600605,汇通能源
717,,sh600606,绿地控股
718,,sh600608,ST沪科
719,,sh600609,金杯汽车
720,,sh600610,中毅达
721,,sh600611,大众交通
722,,sh600612,老凤祥
723,,sh600613,神奇制药
724,,sh600615,丰华股份
725,,sh600616,XD金枫酒
726,,sh600617,国新能源
727,,sh600618,氯碱化工
728,,sh600619,海立股份
729,,sh600620,天宸股份
730,,sh600621,华鑫股份
731,,sh600622,光大嘉宝
732,,sh600623,华谊集团
733,,sh600624,复旦复华
734,,sh600626,申达股份
735,,sh600628,新世界
736,,sh600629,华建集团
737,,sh600630,龙头股份
738,,sh600633,浙数文化
739,,sh600635,大众公用
740,,sh600636,国新文化
741,,sh600637,东方明珠
742,,sh600638,新黄浦
743,,sh600639,浦东金桥
744,,sh600640,国脉文化
745,,sh600641,万业企业
746,,sh600642,申能股份
747,,sh600643,爱建集团
748,,sh600644,乐山电力
749,,sh600645,中源协和
750,,sh600647,退市同达
751,,sh600648,外高桥
752,,sh600649,城投控股
753,,sh600650,锦江在线
754,,sh600651,飞乐音响
755,,sh600653,申华控股
756,,sh600654,ST中安
757,,sh600655,豫园股份
758,,sh600657,信达地产
759,,sh600658,电子城
760,,sh600660,福耀玻璃
761,,sh600661,昂立教育
762,,sh600662,外服控股
763,,sh600663,陆家嘴
764,,sh600664,哈药股份
765,,sh600665,天地源
766,,sh600666,ST瑞德
767,,sh600667,太极实业
768,,sh600668,尖峰集团
769,,sh600671,ST目药
770,,sh600673,东阳光
771,,sh600674,川投能源
772,,sh600675,中华企业
773,,sh600676,交运股份
774,,sh600678,四川金顶
775,,sh600679,上海凤凰
776,,sh600681,百川能源
777,,sh600682,南京新百
778,,sh600683,京投发展
779,,sh600684,珠江股份
780,,sh600685,中船防务
781,,sh600686,金龙汽车
782,,sh600688,上海石化
783,,sh600689,上海三毛
784,,sh600690,海尔智家
785,,sh600691,阳煤化工
786,,sh600692,亚通股份
787,,sh600693,东百集团
788,,sh600694,大商股份
789,,sh600696,岩石股份
790,,sh600697,欧亚集团
791,,sh600698,湖南天雁
792,,sh600699,均胜电子
793,,sh600702,舍得酒业
794,,sh600703,三安光电
795,,sh600704,物产中大
796,,sh600705,中航产融
797,,sh600706,曲江文旅
798,,sh600707,彩虹股份
799,,sh600708,光明地产
800,,sh600710,苏美达
801,,sh600711,盛屯矿业
802,,sh600712,南宁百货
803,,sh600713,南京医药
804,,sh600714,金瑞矿业
805,,sh600715,*ST文投
806,,sh600716,凤凰股份
807,,sh600717,天津港
808,,sh600718,东软集团
809,,sh600719,大连热电
810,,sh600720,中交设计
811,,sh600721,百花医药
812,,sh600722,金牛化工
813,,sh600724,XD宁波富
814,,sh600725,云维股份
815,,sh600726,华电能源
816,,sh600727,鲁北化工
817,,sh600728,佳都科技
818,,sh600729,重庆百货
819,,sh600730,中国高科
820,,sh600731,湖南海利
821,,sh600732,爱旭股份
822,,sh600733,北汽蓝谷
823,,sh600734,实达集团
824,,sh600735,新华锦
825,,sh600736,苏州高新
826,,sh600737,中粮糖业
827,,sh600738,丽尚国潮
828,,sh600739,辽宁成大
829,,sh600740,山西焦化
830,,sh600741,华域汽车
831,,sh600742,一汽富维
832,,sh600743,华远地产
833,,sh600744,华银电力
834,,sh600745,闻泰科技
835,,sh600746,江苏索普
836,,sh600748,上实发展
837,,sh600749,西藏旅游
838,,sh600750,江中药业
839,,sh600751,海航科技
840,,sh600753,庚星股份
841,,sh600754,锦江酒店
842,,sh600755,厦门国贸
843,,sh600756,浪潮软件
844,,sh600757,长江传媒
845,,sh600758,辽宁能源
846,,sh600759,ST洲际
847,,sh600760,中航沈飞
848,,sh600761,安徽合力
849,,sh600763,通策医疗
850,,sh600764,中国海防
851,,sh600765,XD中航重
852,,sh600766,退市园城
853,,sh600768,宁波富邦
854,,sh600769,祥龙电业
855,,sh600770,综艺股份
856,,sh600771,广誉远
857,,sh600773,西藏城投
858,,sh600774,汉商集团
859,,sh600775,南京熊猫
860,,sh600776,东方通信
861,,sh600777,ST新潮
862,,sh600778,友好集团
863,,sh600779,水井坊
864,,sh600780,通宝能源
865,,sh600782,新钢股份
866,,sh600783,鲁信创投
867,,sh600784,鲁银投资
868,,sh600785,新华百货
869,,sh600787,中储股份
870,,sh600789,鲁抗医药
871,,sh600790,XD轻纺城
872,,sh600791,京能置业
873,,sh600792,云煤能源
874,,sh600793,宜宾纸业
875,,sh600794,保税科技
876,,sh600795,国电电力
877,,sh600796,钱江生化
878,,sh600797,浙大网新
879,,sh600798,宁波海运
880,,sh600800,渤海化学
881,,sh600801,华新水泥
882,,sh600802,福建水泥
883,,sh600803,新奥股份
884,,sh600804,*ST鹏博
885,,sh600805,悦达投资
886,,sh600807,济南高新
887,,sh600808,马钢股份
888,,sh600809,山西汾酒
889,,sh600810,神马股份
890,,sh600811,东方集团
891,,sh600812,华北制药
892,,sh600814,杭州解百
893,,sh600815,厦工股份
894,,sh600816,建元信托
895,,sh600817,宇通重工
896,,sh600818,中路股份
897,,sh600819,耀皮玻璃
898,,sh600820,隧道股份
899,,sh600821,金开新能
900,,sh600822,上海物贸
901,,sh600824,益民集团
902,,sh600825,新华传媒
903,,sh600826,兰生股份
904,,sh600827,百联股份
905,,sh600828,茂业商业
906,,sh600829,人民同泰
907,,sh600830,香溢融通
908,,sh600831,广电网络
909,,sh600833,第一医药
910,,sh600834,申通地铁
911,,sh600835,上海机电
912,,sh600836,*ST易连
913,,sh600837,海通证券
914,,sh600838,上海九百
915,,sh600839,四川长虹
916,,sh600841,动力新科
917,,sh600843,上工申贝
918,,sh600844,丹化科技
919,,sh600845,宝信软件
920,,sh600846,同济科技
921,,sh600847,万里股份
922,,sh600848,上海临港
923,,sh600850,电科数字
924,,sh600851,海欣股份
925,,sh600853,龙建股份
926,,sh600854,春兰股份
927,,sh600855,航天长峰
928,,sh600857,XD宁波中
929,,sh600858,银座股份
930,,sh600859,王府井
931,,sh600860,京城股份
932,,sh600861,北京人力
933,,sh600862,中航高科
934,,sh600863,内蒙华电
935,,sh600864,哈投股份
936,,sh600865,百大集团
937,,sh600866,星湖科技
938,,sh600867,通化东宝
939,,sh600868,梅雁吉祥
940,,sh600869,远东股份
941,,sh600871,石化油服
942,,sh600872,中炬高新
943,,sh600873,梅花生物
944,,sh600874,创业环保
945,,sh600875,东方电气
946,,sh600876,凯盛新能
947,,sh600877,电科芯片
948,,sh600879,航天电子
949,,sh600880,博瑞传播
950,,sh600881,亚泰集团
951,,sh600882,妙可蓝多
952,,sh600883,博闻科技
953,,sh600884,杉杉股份
954,,sh600885,宏发股份
955,,sh600886,国投电力
956,,sh600887,伊利股份
957,,sh600888,新疆众和
958,,sh600889,南京化纤
959,,sh600892,大晟文化
960,,sh600893,航发动力
961,,sh600894,XD广日股
962,,sh600895,张江高科
963,,sh600897,厦门空港
964,,sh600898,*ST美讯
965,,sh600900,长江电力
966,,sh600901,XD江苏金
967,,sh600903,贵州燃气
968,,sh600905,三峡能源
969,,sh600906,财达证券
970,,sh600908,无锡银行
971,,sh600909,华安证券
972,,sh600916,中国黄金
973,,sh600917,重庆燃气
974,,sh600918,中泰证券
975,,sh600919,XD江苏银
976,,sh600925,苏能股份
977,,sh600926,杭州银行
978,,sh600927,XD永安期
979,,sh600928,西安银行
980,,sh600929,雪天盐业
981,,sh600933,爱柯迪
982,,sh600935,华塑股份
983,,sh600936,广西广电
984,,sh600938,中国海油
985,,sh600939,重庆建工
986,,sh600941,中国移动
987,,sh600955,维远股份
988,,sh600956,新天绿能
989,,sh600958,东方证券
990,,sh600959,江苏有线
991,,sh600960,渤海汽车
992,,sh600961,株冶集团
993,,sh600962,国投中鲁
994,,sh600963,岳阳林纸
995,,sh600965,福成股份
996,,sh600966,博汇纸业
997,,sh600967,内蒙一机
998,,sh600968,海油发展
999,,sh600969,郴电国际
1000,,sh600970,中材国际
1001,,sh600971,恒源煤电
1002,,sh600973,宝胜股份
1003,,sh600975,新五丰
